ID,X,Y,Channel,UF,Connected EDs
101,5.49,31.29,0,0.00,52
100,-8.83,-23.43,1,0.00,48
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,3200,100,44.74,7
1,29.84,41.16,16000,101,26.28,7
2,-16.48,26.82,8000,101,22.41,7
3,5.40,-2.26,4000,100,25.51,7
4,-13.52,1.34,3200,100,25.21,7
5,41.62,13.57,4000,101,40.25,7
6,-35.84,10.70,16000,100,43.52,7
7,-25.71,-36.28,3200,100,21.21,7
8,-34.33,-9.91,16000,100,28.86,7
9,-39.12,49.89,16000,101,48.33,7
10,1.29,33.91,4000,101,4.94,7
11,-20.40,13.76,4000,101,31.27,7
12,-0.64,47.28,8000,101,17.12,7
13,27.14,2.67,3200,101,35.89,7
14,-9.98,39.15,8000,101,17.35,7
15,-14.75,30.77,3200,101,20.25,7
16,-43.02,44.93,4000,101,50.39,7
17,-41.39,-30.78,4000,100,33.38,7
18,39.02,-15.11,16000,100,48.57,7
19,-48.00,-4.23,16000,100,43.62,7
20,-26.17,47.06,3200,101,35.37,7
21,35.09,-23.33,4000,100,43.92,7
22,-12.48,26.02,4000,101,18.72,7
23,16.77,3.16,16000,101,30.31,7
24,-6.24,43.18,3200,101,16.70,7
25,22.10,-21.57,4000,100,30.98,7
26,14.00,-14.60,4000,100,24.48,7
27,-33.40,-5.99,3200,100,30.13,7
28,32.92,-16.97,16000,100,42.25,7
29,39.34,-14.96,4000,100,48.91,7
30,45.65,8.86,4000,101,46.00,7
31,35.87,-6.04,3200,100,47.96,7
32,-10.16,31.48,4000,101,15.64,7
33,41.10,-1.75,16000,101,48.58,7
34,45.03,42.01,16000,101,40.97,7
35,38.11,14.11,8000,101,36.87,7
36,11.96,-21.89,3200,100,20.85,7
37,-19.25,-5.30,16000,100,20.91,7
38,-31.25,-22.38,4000,100,22.44,7
39,-8.35,-33.04,3200,100,9.62,7
40,-39.68,-37.39,8000,100,33.87,7
41,26.05,48.48,3200,101,26.80,7
42,18.44,-11.68,4000,100,29.70,7
43,-13.13,-20.58,16000,100,5.16,7
44,8.45,-25.56,16000,100,17.41,7
45,23.21,-37.45,3200,100,34.98,7
46,-33.59,24.51,16000,101,39.66,7
47,45.01,-44.75,4000,100,57.91,7
48,-32.38,-25.99,3200,100,23.69,7
49,23.27,15.66,3200,101,23.68,7
50,13.95,25.97,16000,101,9.99,7
51,-36.51,2.02,16000,100,37.60,7
52,-43.01,-29.53,8000,100,34.72,7
53,31.97,7.33,3200,101,35.71,7
54,-44.81,-34.22,3200,100,37.56,7
55,-29.57,39.00,16000,101,35.89,7
56,49.78,-44.59,3200,100,62.32,7
57,-42.77,-49.58,3200,100,42.85,7
58,9.39,-31.96,16000,100,20.12,7
59,-10.83,41.30,3200,101,19.14,7
60,-14.09,5.25,4000,100,29.16,7
61,-4.74,18.74,16000,101,16.19,7
62,3.08,25.73,8000,101,6.06,7
63,49.22,7.70,3200,101,49.70,7
64,24.78,12.89,16000,101,26.66,7
65,24.78,33.32,3200,101,19.40,7
66,37.33,33.10,3200,101,31.89,7
67,24.38,40.34,3200,101,20.95,7
68,16.69,-0.27,16000,101,33.50,7
69,33.00,38.89,16000,101,28.55,7
70,14.97,-25.20,4000,100,23.87,7
71,-27.09,20.06,8000,101,34.45,7
72,-17.12,-26.86,16000,100,8.97,7
73,13.31,-27.63,4000,100,22.53,7
74,1.07,47.15,8000,101,16.46,7
75,4.61,21.93,16000,101,9.41,7
76,-2.85,9.25,3200,101,23.56,7
77,-4.91,-16.36,3200,100,8.08,7
78,-6.55,-49.68,8000,100,26.35,7
79,9.85,33.32,16000,101,4.81,7
80,17.55,-1.70,8000,100,34.17,7
81,-19.50,21.21,16000,101,26.95,7
82,12.18,-45.91,8000,100,30.78,7
83,19.60,17.39,4000,101,19.81,7
84,-15.29,-31.54,4000,100,10.37,7
85,12.72,23.07,8000,101,10.95,7
86,24.04,-29.78,3200,100,33.48,7
87,18.48,15.31,8000,101,20.59,7
88,3.24,-41.24,8000,100,21.52,7
89,37.74,18.61,16000,101,34.66,7
90,-38.87,-13.84,4000,100,31.53,7
91,9.32,16.66,8000,101,15.13,7
92,27.58,-21.16,8000,100,36.48,7
93,-31.02,48.44,16000,101,40.33,7
94,32.74,-16.85,16000,100,42.09,7
95,-6.35,45.86,3200,101,18.77,7
96,26.49,19.91,16000,101,23.89,7
97,18.58,-11.62,3200,100,29.85,7
98,44.31,41.63,3200,101,40.17,7
99,-29.65,29.37,4000,101,35.18,7
