ID,X,Y,Channel,UF,Connected EDs
201,29.49,10.63,0,0.09,90
200,-19.38,-1.13,1,0.11,110
ID,X,Y,Period,GW ID,Dist. GW,SF
0,34.02,-10.56,320,201,21.67,7
1,29.84,41.16,1600,201,30.54,7
2,-16.48,26.82,800,200,28.10,7
3,5.40,-2.26,400,200,24.80,7
4,-13.52,1.34,320,200,6.36,7
5,41.62,13.57,400,201,12.48,7
6,-35.84,10.70,1600,200,20.27,7
7,-25.71,-36.28,320,200,35.72,7
8,-34.33,-9.91,1600,200,17.34,7
9,-39.12,49.89,1600,200,54.71,7
10,1.29,33.91,400,201,36.57,7
11,-20.40,13.76,400,200,14.92,7
12,-0.64,47.28,800,201,47.45,7
13,27.14,2.67,320,201,8.30,7
14,-9.98,39.15,800,200,41.36,7
15,-14.75,30.77,320,200,32.23,7
16,-43.02,44.93,400,200,51.77,7
17,-41.39,-30.78,400,200,36.93,7
18,39.02,-15.11,1600,201,27.45,7
19,-48.00,-4.23,1600,200,28.79,7
20,-26.17,47.06,320,200,48.67,7
21,35.09,-23.33,400,201,34.42,7
22,-12.48,26.02,400,200,28.01,7
23,16.77,3.16,1600,201,14.75,7
24,-6.24,43.18,320,200,46.22,7
25,22.10,-21.57,400,201,33.04,7
26,14.00,-14.60,400,201,29.60,7
27,-33.40,-5.99,320,200,14.84,7
28,32.92,-16.97,1600,201,27.81,7
29,39.34,-14.96,400,201,27.42,7
30,45.65,8.86,400,201,16.25,7
31,35.87,-6.04,320,201,17.85,7
32,-10.16,31.48,400,200,33.88,7
33,41.10,-1.75,1600,201,16.97,7
34,45.03,42.01,1600,201,35.02,7
35,38.11,14.11,800,201,9.29,7
36,11.96,-21.89,320,201,36.95,7
37,-19.25,-5.30,1600,200,4.17,7
38,-31.25,-22.38,400,200,24.34,7
39,-8.35,-33.04,320,200,33.76,7
40,-39.68,-37.39,800,200,41.56,7
41,26.05,48.48,320,201,38.00,7
42,18.44,-11.68,400,201,24.89,7
43,-13.13,-20.58,1600,200,20.43,7
44,8.45,-25.56,1600,200,37.03,7
45,23.21,-37.45,320,201,48.49,7
46,-33.59,24.51,1600,200,29.31,7
47,45.01,-44.75,400,201,57.51,7
48,-32.38,-25.99,320,200,28.06,7
49,23.27,15.66,320,201,8.00,7
50,13.95,25.97,1600,201,21.85,7
51,-36.51,2.02,1600,200,17.42,7
52,-43.01,-29.53,800,200,36.95,7
53,31.97,7.33,320,201,4.12,7
54,-44.81,-34.22,320,200,41.73,7
55,-29.57,39.00,1600,200,41.40,7
56,49.78,-44.59,320,201,58.83,7
57,-42.77,-49.58,320,200,53.81,7
58,9.39,-31.96,1600,200,42.17,7
59,-10.83,41.30,320,200,43.28,7
60,-14.09,5.25,400,200,8.28,7
61,-4.74,18.74,1600,200,24.68,7
62,3.08,25.73,800,201,30.42,7
63,49.22,7.70,320,201,19.95,7
64,24.78,12.89,1600,201,5.23,7
65,24.78,33.32,320,201,23.18,7
66,37.33,33.10,320,201,23.80,7
67,24.38,40.34,320,201,30.15,7
68,16.69,-0.27,1600,201,16.82,7
69,33.00,38.89,1600,201,28.48,7
70,14.97,-25.20,400,201,38.65,7
71,-27.09,20.06,800,200,22.55,7
72,-17.12,-26.86,1600,200,25.83,7
73,13.31,-27.63,400,201,41.54,7
74,1.07,47.15,800,201,46.28,7
75,4.61,21.93,1600,201,27.33,7
76,-2.85,9.25,320,200,19.52,7
77,-4.91,-16.36,320,200,21.01,7
78,-6.55,-49.68,800,200,50.22,7
79,9.85,33.32,1600,201,30.02,7
80,17.55,-1.70,800,201,17.17,7
81,-19.50,21.21,1600,200,22.34,7
82,12.18,-45.91,800,200,54.79,7
83,19.60,17.39,400,201,11.99,7
84,-15.29,-31.54,400,200,30.68,7
85,12.72,23.07,800,201,20.89,7
86,24.04,-29.78,320,201,40.77,7
87,18.48,15.31,800,201,11.97,7
88,3.24,-41.24,800,200,46.05,7
89,37.74,18.61,1600,201,11.48,7
90,-38.87,-13.84,400,200,23.27,7
91,9.32,16.66,800,201,21.05,7
92,27.58,-21.16,800,201,31.85,7
93,-31.02,48.44,1600,200,50.91,7
94,32.74,-16.85,1600,201,27.67,7
95,-6.35,45.86,320,200,48.76,7
96,26.49,19.91,1600,201,9.75,7
97,18.58,-11.62,320,201,24.78,7
98,44.31,41.63,320,201,34.36,7
99,-29.65,29.37,400,200,32.17,7
100,-20.27,40.49,320,200,41.63,7
101,37.40,-0.19,400,201,13.39,7
102,-33.72,-22.61,320,200,25.83,7
103,-0.76,-3.63,320,200,18.79,7
104,-0.40,-20.89,1600,200,27.40,7
105,18.42,22.76,1600,201,16.42,7
106,10.31,-0.76,320,201,22.31,7
107,22.43,-32.18,1600,201,43.39,7
108,-0.15,-37.87,1600,200,41.48,7
109,-13.96,-17.52,320,200,17.27,7
110,40.85,12.21,320,201,11.47,7
111,31.81,-0.39,800,201,11.26,7
112,-10.57,15.88,400,200,19.16,7
113,-24.11,-34.88,1600,200,34.08,7
114,-39.22,14.72,800,200,25.39,7
115,-21.17,-16.86,1600,200,15.84,7
116,-7.27,43.45,400,200,46.19,7
117,-23.45,15.87,320,200,17.48,7
118,-1.26,-34.27,320,200,37.78,7
119,12.57,1.77,1600,201,19.10,7
120,5.76,-7.38,320,200,25.90,7
121,-10.56,-25.57,800,200,25.98,7
122,22.94,13.87,320,201,7.31,7
123,-16.18,39.76,1600,200,41.01,7
124,-8.92,-49.46,320,200,49.45,7
125,27.44,-20.63,1600,201,31.33,7
126,36.55,22.10,1600,201,13.47,7
127,-5.09,48.65,400,201,51.39,7
128,-28.91,-2.61,320,200,9.65,7
129,-40.61,-40.04,800,200,44.33,7
130,-19.82,15.71,320,200,16.84,7
131,-36.83,-44.85,1600,200,47.08,7
132,-4.23,28.09,400,200,32.91,7
133,-5.74,-38.09,400,200,39.40,7
134,7.86,2.99,400,201,22.94,7
135,-13.81,-19.57,320,200,19.27,7
136,-2.34,-33.02,400,200,36.16,7
137,2.57,11.89,400,200,25.52,7
138,-26.63,32.98,1600,200,34.87,7
139,-40.12,42.37,1600,200,48.19,7
140,-1.83,-27.45,320,200,31.64,7
141,-20.92,-14.28,320,200,13.24,7
142,-15.57,31.49,400,200,32.84,7
143,-46.37,-24.25,320,200,35.54,7
144,12.60,33.61,800,201,28.53,7
145,-27.90,-30.20,400,200,30.29,7
146,-39.03,17.46,320,200,27.05,7
147,21.95,-29.96,800,201,41.29,7
148,-18.43,-6.60,1600,200,5.55,7
149,-11.43,3.28,1600,200,9.10,7
150,5.54,-48.54,800,200,53.56,7
151,-11.78,-19.46,400,200,19.84,7
152,-23.96,14.97,400,200,16.73,7
153,41.96,18.60,320,201,14.80,7
154,19.78,-18.80,400,201,30.99,7
155,-49.40,3.30,320,200,30.34,7
156,11.84,14.27,400,201,18.02,7
157,-9.93,-13.78,400,200,15.80,7
158,30.19,17.78,1600,201,7.19,7
159,-46.71,-43.64,400,200,50.54,7
160,-31.24,11.90,400,200,17.61,7
161,6.78,-49.89,1600,200,55.34,7
162,-19.48,-23.84,400,200,22.72,7
163,35.76,-31.88,800,201,42.97,7
164,16.73,37.90,400,201,30.11,7
165,-18.68,38.50,1600,200,39.63,7
166,-34.29,0.35,320,200,14.98,7
167,17.57,40.42,1600,201,32.09,7
168,-10.55,20.61,320,200,23.46,7
169,4.74,23.90,320,201,28.09,7
170,-26.69,42.66,400,200,44.39,7
171,43.34,-0.56,400,201,17.80,7
172,43.91,29.96,320,201,24.12,7
173,9.45,15.72,320,201,20.68,7
174,43.59,-17.55,320,201,31.50,7
175,8.92,13.78,320,201,20.82,7
176,27.54,29.49,800,201,18.96,7
177,10.44,-2.94,1600,201,23.39,7
178,29.55,36.51,320,201,25.88,7
179,16.44,-8.75,400,201,23.36,7
180,9.69,14.56,400,201,20.19,7
181,-35.17,7.90,1600,200,18.19,7
182,20.09,1.82,320,201,12.89,7
183,1.50,-38.74,800,200,43.02,7
184,1.03,-45.15,320,200,48.53,7
185,-11.53,13.77,800,200,16.83,7
186,-35.60,-8.69,1600,200,17.90,7
187,-9.32,-48.25,400,200,48.19,7
188,7.37,31.29,400,201,30.27,7
189,-5.33,-2.26,320,200,14.10,7
190,-44.13,-42.57,400,200,48.27,7
191,9.73,-27.74,1600,200,39.44,7
192,13.02,42.35,400,201,35.74,7
193,-3.71,-6.14,320,200,16.45,7
194,45.27,44.89,320,201,37.72,7
195,26.70,-16.64,400,201,27.41,7
196,-28.09,-2.24,320,200,8.78,7
197,-3.38,38.43,320,200,42.67,7
198,-31.62,-4.20,320,200,12.62,7
199,26.64,40.48,800,201,29.99,7
